,regrets,rewards,probs,communication_flag
133,1.0,0.0,0.03618631158024073,True
134,1.0,0.0,0.017390729580074548,True
135,0.9,0.1,0.026292090909555553,True
136,0.9,0.1,0.020378716848790647,True
137,1.0,0.0,0.023383311927318573,True
138,1.0,0.0,0.013974659377709031,True
139,1.0,0.0,0.02146836053580046,True
140,1.0,0.0,0.015103006223216652,True
141,1.0,0.0,0.017130398796871303,True
142,1.0,0.0,0.013838136848062278,True
143,1.0,0.0,,True
144,1.0,0.0,0.025599516555666925,True
145,1.0,0.0,0.00703834043815732,True
146,1.0,0.0,0.015959540754556654,True
147,1.0,0.0,0.028974487213417888,True
148,1.0,0.0,0.032238427503034475,True
149,0.9,0.1,0.018004144355654717,True
150,1.0,0.0,0.01982162334024906,True
151,1.0,0.0,0.010624767281115055,True
152,1.0,0.0,-0.005964050255715847,True
153,1.0,0.0,0.023503916151821614,True
154,1.0,0.0,0.05662195484619588,True
155,1.0,0.0,0.023347218986600637,True
156,1.0,0.0,0.01747149880975485,True
157,1.0,0.0,0.012609900161623954,True
158,1.0,0.0,0.015102475485764443,True
159,0.9,0.1,0.017685180995613337,True
160,0.9,0.1,0.028427677077706902,True
161,0.9,0.1,0.022689738869667055,True
162,1.0,0.0,0.02711570020765066,True
163,1.0,0.0,0.021912345569580792,True
164,1.0,0.0,0.019691179785877467,True
165,1.0,0.0,0.02774295136332512,True
166,0.9,0.1,0.038001439347863195,True
167,1.0,0.0,0.014543576911091805,True
168,1.0,0.0,0.02023895988240838,True
169,0.9,0.1,9.43081001555547,True
170,0.9,0.1,0.053107730206102134,True
171,1.0,0.0,0.01851229425519705,True
172,1.0,0.0,0.10308579234406352,True
173,1.0,0.0,0.0188680857187137,True
174,1.0,0.0,0.028928999602794648,True
175,1.0,0.0,0.33870450109243394,True
176,1.0,0.0,0.04378944067284465,True
177,0.9,0.1,0.023116322979331017,True
178,1.0,0.0,0.020762281119823457,True
179,1.0,0.0,0.02658763248473406,True
180,1.0,0.0,0.02434224491007626,True
181,1.0,0.0,0.02708437852561474,True
182,1.0,0.0,0.01760493479669094,True
183,1.0,0.0,0.030051881505642086,True
184,1.0,0.0,0.017701449082233013,True
185,1.0,0.0,0.026602502446621656,True
186,1.0,0.0,0.017599369562231005,True
187,1.0,0.0,0.02324154358357191,True
188,1.0,0.0,0.017216950375586747,True
189,1.0,0.0,0.017464466858655214,True
190,1.0,0.0,0.01679447405040264,True
191,1.0,0.0,0.018667006073519586,True
192,1.0,0.0,0.021740649454295637,True
193,1.0,0.0,1.2753110550343991,True
194,1.0,0.0,0.01711217747069895,True
195,1.0,0.0,0.01775319781154394,True
196,1.0,0.0,0.015795733616687357,True
197,1.0,0.0,0.01361775049008429,True
198,0.9,0.1,0.023388982750475407,True
199,1.0,0.0,0.011375973327085375,True
200,1.0,0.0,0.017790369782596828,True
201,1.0,0.0,0.01678329287096858,True
202,1.0,0.0,0.011461628996767104,True
203,1.0,0.0,0.014193655923008919,True
204,1.0,0.0,0.01998996250331402,True
205,1.0,0.0,0.015705905249342324,True
206,1.0,0.0,0.017082937294617295,True
207,0.9,0.1,0.015364220086485147,True
208,1.0,0.0,0.013716307433787734,True
209,1.0,0.0,0.014114160463213921,True
210,1.0,0.0,0.015289477910846472,True
211,1.0,0.0,-0.6877188198268414,True
212,0.8,0.2,0.018611190281808375,True
213,1.0,0.0,0.015251766517758369,True
214,1.0,0.0,0.01225244051311165,True
215,1.0,0.0,0.01708499835804105,True
216,1.0,0.0,0.015119543857872486,True
217,1.0,0.0,0.016261608712375163,True
218,1.0,0.0,0.014333561877720058,True
219,1.0,0.0,0.02206072574481368,True
220,1.0,0.0,0.01620166366919875,True
221,1.0,0.0,0.013458486343733967,True
222,1.0,0.0,0.015934093110263347,True
223,1.0,0.0,0.02148876916617155,True
224,1.0,0.0,0.016938266810029745,True
225,0.9,0.1,0.014500236138701439,True
226,0.9,0.1,0.019081361033022402,True
227,1.0,0.0,0.017476168181747197,True
228,1.0,0.0,0.016183832194656134,True
229,0.9,0.1,0.021269311814103277,True
230,0.9,0.1,0.016535050142556428,True
231,0.9,0.1,0.01941802245564759,True
232,0.9,0.1,0.01554168239235878,True
233,1.0,0.0,0.022006843518465758,True
234,1.0,0.0,0.0189373642206192,True
235,1.0,0.0,0.019301801244728266,True
236,1.0,0.0,0.02175516840070486,True
237,1.0,0.0,0.021687343483790755,True
238,1.0,0.0,0.014503817877266557,True
239,1.0,0.0,0.013499562162905931,True
240,0.9,0.1,0.013931108615361154,True
241,1.0,0.0,0.021828362345695497,True
242,0.9,0.1,0.02530471170321107,True
243,1.0,0.0,0.016521634347736836,True
244,1.0,0.0,0.017244794778525828,True
245,1.0,0.0,0.019096590299159288,True
246,1.0,0.0,0.016790112666785716,True
247,1.0,0.0,0.02007668763399124,True
248,1.0,0.0,0.019699825998395683,True
249,1.0,0.0,0.021149060036987067,True
250,1.0,0.0,0.01617108779028058,True
251,1.0,0.0,0.01848324006423354,True
252,1.0,0.0,0.018424984812736512,True
253,1.0,0.0,0.01820747684687376,True
254,1.0,0.0,0.017694816831499337,True
255,1.0,0.0,0.020209659915417434,True
256,1.0,0.0,0.01689414563588798,True
257,1.0,0.0,0.01490100376540795,True
258,0.9,0.1,0.01645594574511051,True
259,1.0,0.0,0.01976182891521603,True
260,1.0,0.0,0.024682793114334346,True
261,1.0,0.0,0.017276876512914895,True
262,1.0,0.0,0.024203297402709722,True
263,0.9,0.1,0.02956234086304903,True
264,1.0,0.0,0.03297307379543781,True
265,1.0,0.0,-0.04042386109940708,True
266,1.0,0.0,0.01950185731984675,True
267,1.0,0.0,0.02425750521942973,True
268,1.0,0.0,0.01729446928948164,True
269,0.9,0.1,0.0240538589656353,True
270,1.0,0.0,1.0063487514853477,True
271,1.0,0.0,0.025960128707811236,True
272,1.0,0.0,0.02614015880972147,True
273,1.0,0.0,0.024519509077072142,True
274,1.0,0.0,0.02506211195141077,True
275,1.0,0.0,0.013400074653327465,True
276,1.0,0.0,0.019134480971843004,True
277,1.0,0.0,0.030292787589132786,True
278,1.0,0.0,0.023286124505102635,True
279,1.0,0.0,0.02985215038061142,True
280,1.0,0.0,0.02300810916349292,True
281,1.0,0.0,0.021369386184960603,True
282,1.0,0.0,0.029212459456175566,True
283,0.9,0.1,0.030343350395560263,True
284,1.0,0.0,0.022632987331599,True
285,1.0,0.0,0.01825479781255126,True
286,1.0,0.0,0.01669470388442278,True
287,1.0,0.0,0.026651022024452686,True
288,0.9,0.1,0.020943613559938967,True
289,0.9,0.1,0.020660724595654757,True
290,1.0,0.0,0.017107921466231347,True
291,1.0,0.0,0.022512292303144932,True
292,1.0,0.0,0.018313226383179428,True
293,0.9,0.1,0.018955678585916756,True
294,1.0,0.0,0.018481434602290393,True
295,0.9,0.1,0.019152948004193603,True
296,0.8,0.2,0.018083538673818112,True
297,1.0,0.0,0.02570853300858289,True
298,0.9,0.1,0.018949814047664403,True
299,1.0,0.0,1.7745317440479993,True
300,1.0,0.0,0.01904244413599372,True
301,1.0,0.0,0.19150452883914112,True
302,1.0,0.0,0.020003948546946048,True
303,1.0,0.0,0.019984383136034012,True
304,1.0,0.0,0.018257135432213543,True
305,0.9,0.1,0.01902305204421282,True
306,1.0,0.0,0.01706316340714693,True
307,0.9,0.1,0.016267045587301254,True
308,1.0,0.0,0.01897949129343033,True
309,1.0,0.0,0.04866883140057325,True
310,1.0,0.0,0.01714646555483341,True
311,1.0,0.0,0.03232528567314148,True
312,1.0,0.0,0.018425311148166656,True
313,1.0,0.0,0.018824527878314255,True
314,0.9,0.1,0.01415539210429415,True
315,1.0,0.0,0.019272887893021107,True
316,0.9,0.1,0.08579795500263572,True
317,1.0,0.0,0.018021007301285863,True
318,1.0,0.0,0.016233603283762933,True
319,1.0,0.0,0.017467236146330833,True
320,1.0,0.0,0.020932857971638442,True
321,1.0,0.0,0.013625751016661525,True
322,1.0,0.0,0.016865356545895337,True
323,1.0,0.0,0.01888998383656144,True
324,1.0,0.0,0.01680568978190422,True
325,0.9,0.1,0.018634915444999935,True
326,1.0,0.0,0.018850433733314277,True
327,1.0,0.0,0.019903958216309546,True
328,1.0,0.0,0.021747054159641267,True
329,0.9,0.1,0.01737578585743904,True
330,1.0,0.0,0.017288710526190697,True
331,1.0,0.0,0.019086325401440264,True
332,0.9,0.1,0.01642292980104685,True
333,1.0,0.0,0.016427097492851317,True
334,1.0,0.0,0.020206544641405345,True
335,1.0,0.0,0.01839388506487012,True
336,1.0,0.0,0.01842472217977047,True
337,1.0,0.0,0.01954988231882453,True
338,1.0,0.0,0.017794925905764102,True
339,1.0,0.0,0.020833559893071653,True
340,1.0,0.0,0.05456660357303918,True
341,1.0,0.0,0.01772892503067851,True
342,1.0,0.0,0.01825284929946065,True
343,1.0,0.0,0.014543143089395017,True
344,1.0,0.0,0.022147587314248086,True
345,1.0,0.0,0.021493590157479047,True
346,1.0,0.0,0.11945979231968522,True
347,1.0,0.0,0.0157437046058476,True
348,1.0,0.0,0.01854230519384146,True
349,1.0,0.0,0.02190099358558655,True
350,1.0,0.0,0.01646803943440318,True
351,1.0,0.0,0.01630698684602976,True
352,1.0,0.0,0.014544716197997331,True
353,1.0,0.0,0.01791215520352125,True
354,1.0,0.0,0.016297040786594153,True
355,0.9,0.1,0.01311037465929985,True
356,1.0,0.0,0.009907777048647403,True
357,1.0,0.0,0.020058974996209143,True
358,1.0,0.0,0.01505174497142434,True
359,1.0,0.0,0.014452148944837973,True
360,1.0,0.0,0.0207972158677876,True
361,1.0,0.0,0.017856893595308065,True
362,1.0,0.0,0.015536679979413747,True
363,1.0,0.0,0.01767772203311324,True
364,1.0,0.0,0.012702202005311847,True
365,1.0,0.0,0.017071793554350734,True
366,1.0,0.0,0.020852384343743324,True
367,1.0,0.0,0.013685062993317842,True
368,1.0,0.0,0.017022098414599895,True
369,1.0,0.0,0.017800016142427922,True
370,1.0,0.0,0.016794820409268142,True
371,1.0,0.0,0.0176760695874691,True
372,1.0,0.0,0.01753681879490614,True
373,1.0,0.0,0.01706902887672186,True
374,1.0,0.0,0.021658504381775856,True
375,1.0,0.0,0.01760702086612582,True
376,0.9,0.1,0.017423000559210776,True
377,1.0,0.0,0.024388286378234626,True
378,1.0,0.0,0.021335997711867095,True
379,1.0,0.0,0.01998559394851327,True
380,1.0,0.0,0.018035259656608106,True
381,1.0,0.0,0.013099661003798247,True
382,1.0,0.0,0.02279447056353092,True
383,1.0,0.0,0.021875329688191412,True
384,1.0,0.0,0.019834938133135437,True
385,0.9,0.1,0.017035321937873958,True
386,0.9,0.1,0.0167298786342144,True
387,1.0,0.0,0.09332508689258248,True
388,1.0,0.0,0.01603813162073493,True
389,0.9,0.1,0.019756512250751257,True
390,1.0,0.0,0.023872465081512927,True
391,0.9,0.1,0.025349354650825263,True
392,1.0,0.0,0.016697262576781214,True
393,1.0,0.0,0.025817187689244746,True
394,1.0,0.0,0.028920374624431134,True
395,1.0,0.0,0.023406356759369373,True
396,1.0,0.0,0.015915593691170217,True
397,0.9,0.1,0.019335280079394578,True
398,0.9,0.1,0.026404425967484713,True
399,1.0,0.0,0.012916137650609016,True
400,1.0,0.0,0.021915238723158835,True
401,0.9,0.1,0.027258306089788676,True
402,1.0,0.0,0.017134059127420186,True
403,1.0,0.0,0.0198400248773396,True
404,1.0,0.0,0.014005025988444686,True
405,1.0,0.0,0.01818063957616687,True
406,1.0,0.0,0.018101707380264998,True
407,1.0,0.0,0.018820478674024345,True
408,1.0,0.0,0.021136413747444748,True
409,1.0,0.0,0.020631620846688747,True
410,0.9,0.1,0.024822889640927315,True
411,0.9,0.1,0.017687947116792203,True
412,1.0,0.0,0.018634493555873634,True
413,1.0,0.0,0.0164616342401132,True
414,1.0,0.0,0.016543955355882645,True
415,1.0,0.0,0.012977806152775884,True
416,1.0,0.0,0.018383596651256086,True
417,1.0,0.0,0.02042379630729556,True
418,1.0,0.0,0.01612122687511146,True
419,1.0,0.0,0.02324369312264025,True
420,1.0,0.0,0.018107727728784086,True
421,1.0,0.0,0.019072401337325573,True
422,1.0,0.0,0.021243931353092195,True
423,1.0,0.0,0.021318003721535205,True
424,0.9,0.1,0.0165202546864748,True
425,1.0,0.0,0.02011629082262516,True
426,0.9,0.1,0.01792809758335352,True
427,1.0,0.0,0.015568192396312953,True
428,1.0,0.0,0.022873984184116125,True
429,1.0,0.0,0.015377074736170471,True
430,1.0,0.0,0.01608136957511306,True
431,1.0,0.0,0.016376891033723952,True
432,1.0,0.0,0.025365428533405066,True
433,1.0,0.0,0.026549547258764506,True
434,1.0,0.0,0.01593362828716636,True
435,1.0,0.0,0.014852858195081354,True
436,1.0,0.0,0.021551791671663524,True
437,1.0,0.0,0.017536515183746815,True
438,1.0,0.0,0.017405754048377277,True
439,0.8,0.2,0.012882196949794889,True
440,1.0,0.0,0.015130915492773057,True
441,1.0,0.0,0.012496002297848464,True
442,1.0,0.0,0.018727286905050277,True
443,1.0,0.0,0.01581727359443903,True
444,1.0,0.0,0.016929981391876937,True
445,1.0,0.0,0.01838174369186163,True
446,1.0,0.0,0.014465125603601336,True
447,1.0,0.0,0.01778573393821716,True
448,1.0,0.0,0.01765595292672515,True
449,1.0,0.0,0.011810632329434157,True
450,1.0,0.0,0.014740880019962788,True
451,1.0,0.0,1.9360123289749027,True
452,1.0,0.0,0.016800326434895395,True
453,1.0,0.0,0.8043528923764824,True
454,0.9,0.1,0.011659383890219033,True
455,1.0,0.0,0.017270950321108102,True
456,0.9,0.1,0.014947517402470111,True
457,1.0,0.0,0.016040472220629452,True
458,0.9,0.1,0.015162728447467088,True
459,1.0,0.0,0.017441510502249003,True
460,1.0,0.0,0.018246923666447402,True
461,1.0,0.0,0.018885892257094382,True
462,1.0,0.0,0.017538898158818483,True
463,1.0,0.0,0.01815107762813568,True
464,1.0,0.0,0.019322475977241994,True
465,1.0,0.0,0.014825690165162086,True
466,1.0,0.0,0.01554522980004549,True
467,0.9,0.1,0.016504055727273224,True
468,0.8,0.2,0.016853001102572308,True
469,1.0,0.0,0.017226973455399273,True
470,0.9,0.1,0.018792903888970612,True
471,0.9,0.1,0.016097892820835114,True
472,1.0,0.0,0.015261003794148565,True
473,1.0,0.0,0.017978280363604427,True
474,1.0,0.0,0.032143375556916,True
475,1.0,0.0,0.017559544276446105,True
476,1.0,0.0,0.018365509063005447,True
477,0.9,0.1,0.01905070003122091,True
478,0.9,0.1,0.017488554678857328,True
479,1.0,0.0,0.0194774785079062,True
480,1.0,0.0,0.013626366760581732,True
481,1.0,0.0,0.015718492772430183,True
482,1.0,0.0,0.014762977603822947,True
483,1.0,0.0,0.016539255157113075,True
484,1.0,0.0,0.017026913724839686,True
485,0.9,0.1,0.01561553233768791,True
486,1.0,0.0,0.020219414215534925,True
487,1.0,0.0,0.2813305612653494,True
488,1.0,0.0,0.01730658523738384,True
489,1.0,0.0,0.014267586451023818,True
490,1.0,0.0,0.021267185918986797,True
491,1.0,0.0,0.014702462637796999,True
492,1.0,0.0,0.0151306671788916,True
493,1.0,0.0,0.015101316757500172,True
494,1.0,0.0,0.01320984298363328,True
495,1.0,0.0,0.018806589394807817,True
496,1.0,0.0,0.01342275384813547,True
497,0.9,0.1,0.01513261222280562,True
498,0.9,0.1,0.013538013212382793,True
499,0.9,0.1,0.012951211509061977,True
500,1.0,0.0,0.014529126696288586,True
501,1.0,0.0,0.015833130571991205,True
502,1.0,0.0,0.017217076383531094,True
503,0.9,0.1,0.018864305689930916,True
504,1.0,0.0,0.018428181298077106,True
505,1.0,0.0,0.014439796563237906,True
506,1.0,0.0,0.016580231580883266,True
507,0.9,0.1,0.015463810414075851,True
508,1.0,0.0,0.01589513970538974,True
509,1.0,0.0,0.01914197616279125,True
510,1.0,0.0,0.0188178057782352,True
511,1.0,0.0,0.017109263874590396,True
512,1.0,0.0,0.014998218603432178,True
513,1.0,0.0,0.01232587347039953,True
514,1.0,0.0,0.015810726210474968,True
515,1.0,0.0,0.012799354176968336,True
516,1.0,0.0,0.01844190191477537,True
517,1.0,0.0,0.027408290095627307,True
518,1.0,0.0,0.12973772007972,True
519,1.0,0.0,0.01837899796664715,True
520,1.0,0.0,0.017558204662054776,True
521,1.0,0.0,0.015324066393077374,True
522,1.0,0.0,0.016704805567860602,True
523,1.0,0.0,0.017389564029872417,True
524,1.0,0.0,0.015753849316388367,True
525,1.0,0.0,0.0124994199257344,True
526,1.0,0.0,0.017323920596390964,True
527,1.0,0.0,0.013648562505841256,True
528,0.9,0.1,0.013149634876754135,True
529,1.0,0.0,0.021018713340163232,True
530,0.9,0.1,0.017298062704503535,True
531,1.0,0.0,0.013373985257931053,True
532,1.0,0.0,0.013872613362036646,True
533,1.0,0.0,0.01997025655582547,True
534,1.0,0.0,0.011590551165863872,True
535,0.9,0.1,0.017949054762721062,True
536,0.9,0.1,0.015115392999723554,True
537,1.0,0.0,0.014055757038295268,True
538,1.0,0.0,0.020473373495042323,True
539,1.0,0.0,0.01671338207088411,True
540,0.9,0.1,0.015916364826262,True
541,1.0,0.0,0.01794204693287611,True
542,1.0,0.0,0.014498236682265997,True
543,1.0,0.0,0.016460738237947227,True
544,1.0,0.0,0.012605672189965843,True
545,1.0,0.0,0.01679092589765787,True
546,1.0,0.0,0.01735573201440275,True
547,1.0,0.0,0.01991122020408511,True
548,0.9,0.1,0.014594399183988572,True
549,1.0,0.0,0.014362885057926178,True
550,1.0,0.0,0.01613809303380549,True
551,1.0,0.0,0.016298535745590925,True
552,1.0,0.0,0.015236980561167002,True
553,1.0,0.0,0.017263872502371668,True
554,1.0,0.0,0.015263689495623112,True
555,1.0,0.0,0.019825595431029797,True
556,1.0,0.0,0.01465406664647162,True
557,0.9,0.1,0.013545193709433079,True
558,1.0,0.0,0.014756098017096519,True
559,1.0,0.0,0.01898267036303878,True
560,1.0,0.0,0.01108155893161893,True
561,1.0,0.0,0.01795555017888546,True
562,1.0,0.0,0.01416544250678271,True
563,0.9,0.1,0.01441177846863866,True
564,1.0,0.0,0.014601718494668603,True
565,1.0,0.0,0.016313375625759362,True
566,0.9,0.1,0.01822872618213296,True
567,1.0,0.0,0.016036963555961847,True
568,1.0,0.0,0.01828770386055112,True
569,1.0,0.0,0.017447784030809998,True
570,1.0,0.0,0.017934318352490663,True
571,1.0,0.0,0.013551907334476709,True
572,0.9,0.1,0.01571460161358118,True
573,1.0,0.0,0.014503632672131062,True
574,1.0,0.0,0.015995025634765625,True
575,1.0,0.0,0.017522739805281164,True
576,0.9,0.1,0.016324757412075997,True
577,1.0,0.0,0.014824403263628484,True
578,1.0,0.0,0.013817743118852376,True
579,1.0,0.0,0.016800341848284005,True
580,1.0,0.0,0.018144192826002836,True
581,1.0,0.0,0.014309648238122464,True
582,1.0,0.0,0.016276961751282217,True
583,1.0,0.0,0.01371274385601282,True
584,1.0,0.0,0.015097693353891373,True
585,1.0,0.0,0.013804034609347583,True
586,1.0,0.0,0.017689536698162554,True
587,1.0,0.0,0.012509743124246598,True
588,1.0,0.0,0.017041851952672004,True
589,1.0,0.0,0.016150045208632946,True
590,1.0,0.0,0.014112704410217702,True
591,1.0,0.0,0.013991924095898866,True
592,1.0,0.0,0.019181918632239104,True
593,1.0,0.0,0.013224100973457099,True
594,1.0,0.0,0.014269101154059171,True
595,0.8,0.2,0.01794977728277445,True
596,1.0,0.0,0.0157853658311069,True
597,1.0,0.0,0.015387092251330614,True
598,1.0,0.0,0.017105396557599305,True
599,1.0,0.0,0.015212200488895178,True
600,1.0,0.0,0.014872389193624259,True
601,1.0,0.0,0.016027802135795355,True
602,1.0,0.0,0.018250395823270083,True
603,0.9,0.1,0.013585953367874026,True
604,1.0,0.0,0.013532128557562828,True
605,1.0,0.0,0.01338262390345335,True
606,1.0,0.0,0.014077672548592091,True
607,1.0,0.0,0.013230213010683656,True
608,1.0,0.0,0.015036645345389843,True
609,1.0,0.0,0.012506094761192799,True
610,1.0,0.0,0.012294733757153153,True
611,1.0,0.0,0.01445080153644085,True
612,0.9,0.1,0.014222250599414111,True
613,1.0,0.0,0.013838761928491294,True
614,1.0,0.0,0.016044746432453395,True
615,1.0,0.0,0.017501494800671934,True
616,0.9,0.1,0.015270581806544215,True
617,1.0,0.0,0.013272464741021395,True
618,1.0,0.0,0.01497463621199131,True
619,1.0,0.0,0.014010254666209221,True
620,1.0,0.0,0.013908901100512594,True
621,1.0,0.0,0.01264181339647621,True
622,1.0,0.0,0.015504487045109271,True
623,1.0,0.0,0.013605539547279477,True
624,1.0,0.0,0.014882950857281686,True
625,0.9,0.1,0.011889159167185425,True
626,1.0,0.0,0.014780152589082718,True
627,1.0,0.0,0.014448088966310025,True
628,1.0,0.0,0.01458916449919343,False
629,1.0,0.0,0.015233777929097414,True
630,1.0,0.0,0.014450552617199719,True
631,1.0,0.0,0.014157288055866957,True
632,1.0,0.0,0.015344380773603917,True
633,1.0,0.0,0.014771620463579892,True
634,1.0,0.0,0.014553033467382192,True
635,1.0,0.0,0.01450420105829835,True
636,0.8,0.2,0.01717871315777302,True
637,1.0,0.0,0.015218729805201291,True
638,0.9,0.1,0.012807622319087386,True
639,1.0,0.0,0.013737394101917743,True
640,1.0,0.0,0.01572775924578309,True
641,1.0,0.0,0.013937465474009514,True
642,1.0,0.0,0.013801576988771557,True
643,0.9,0.1,0.011853198427706957,True
644,1.0,0.0,0.01519670533016324,True
645,1.0,0.0,0.015258013643324375,True
646,1.0,0.0,0.014517936762422324,True
647,0.9,0.1,0.014796812739223241,True
648,1.0,0.0,0.013396431412547826,True
649,1.0,0.0,0.012568392069078982,True
650,1.0,0.0,0.014636224042624236,True
651,1.0,0.0,0.014918603282421828,True
652,1.0,0.0,0.012900485843420028,True
653,0.9,0.1,0.01407542354427278,True
654,1.0,0.0,0.022166461497545243,True
655,1.0,0.0,0.015046286582946777,True
656,1.0,0.0,0.013250266853719949,True
657,1.0,0.0,0.01456841379404068,True
658,1.0,0.0,0.01552321957424283,True
659,1.0,0.0,0.014311113860458136,True
660,1.0,0.0,0.011628030333667994,True
661,1.0,0.0,0.012562089413404465,True
662,1.0,0.0,0.013127774023450911,True
663,1.0,0.0,0.013555990345776082,True
664,1.0,0.0,0.01502852002158761,False
